alim_ssgrp_nom_fr,alim_nom_fr,kCal,Prot,Glucides,Lipides,Sucre,Fibres,Acides organiques,Acides gras satur,Ca,Cu,Fe,I,Mg,Mn,P,K,Se,Na,Zn,Beta-carotene,E,C,B1,B2,B3,B5,B6,B9
légumes,"Bette ou blette, cuite","12,1","0,7","0,46","< 0,5","0,46","2,5","0,065","< 0,01",56,"0,04","0,35",< 20,18,"0,16",11,240,< 20,"99,6","0,08","89,2","0,41","< 0,5","< 0,015","< 0,01","< 0,1","0,17","0,024","43,2"
légumes,"Brocoli, cuit","22,8","2,1","1,1","0,78","1,1","1,5",-,"0,2","43,3","< 0,1","< 0,1",< 10,"11,2","< 0,1",51,125,"< 2,58",39,"< 0,1",312,"0,9","23,9","< 0,05","0,05","< 0,05","0,22","< 0,05","75,1"
légumes,"Carotte, appertisée, égouttée","21,8","0,66","3,38","0,2","2,49","1,75","0,19","0,057",25,"0,1","0,64",2,8,"0,45",24,179,"0,85",233,"0,26",5330,"0,74","2,7","0,018","0,03","0,55","0,14","0,11",9
légumes,"Carotte, cuite",19,"0,55","2,6","0,1","2,51","2,8",-,"0,019","31,5","< 0,1","< 0,1",< 10,"7,5","< 0,1",18,"96,4","< 2,97","20,2","< 0,1",3340,"0,56",< 1,"< 0,05","< 0,05","< 0,05","0,1","< 0,05","23,3"
légumes,"Champignon, tout type, appertisé, égoutté","24,9","1,87","2,56","0,29","2,18","2,4","0,13","0,038","18,9","0,15","0,79",2,"6,65","0,035",66,129,"< 2,2",425,"0,51",0,"0,01",0,"0,085","0,021","1,59","0,81","0,061",12
légumes,"Chou de Bruxelles, cuit","34,6","2,6","4,2","0,11","1,7","3,2",-,"0,023","36,2","< 0,1","< 0,1",< 10,"16,9","< 0,1",65,324,-,"9,7","< 0,1",209,"0,43","56,4","< 0,05","0,06","0,72","0,27","0,06",113
légumes,"Chou vert, cuit","25,1","1,03","3,04","0,45","2,79","2,4",-,"0,14","69,7","0,098","0,28","1,45","15,1","0,18",33,190,"3,56",39,"0,22",48,"0,14","27,3","0,056","0,029","0,14","0,17","0,13",38
légumes,"Chou-fleur, cuit","20,9","1,6","1,6","0,46","1,59",2,-,"0,097","19,2","0,05","0,31",< 5,"12,9","0,12",34,238,< 10,< 39,"0,22",< 50,"0,07","9,7","< 0,05","< 0,05","0,21","0,23","< 0,05","78,8"
légumes,"Coeur de palmier, appertisé, égoutté","35,3","2,53","4,03","0,5","1,5","2,32",-,"0,13",58,"0,13","3,13","0,5",38,"1,39",65,177,-,316,"1,15",-,-,"7,9","0,011","0,057","0,44","0,13","0,022",39
légumes,"Courgette, pulpe et peau, cuite","15,5","0,93","1,4","0,36","1,39","1,5",-,"0,1","19,3","0,085","0,32",< 5,"22,3","0,089",65,238,< 10,39,"0,22",173,"0,12","2,9","< 0,05","< 0,05","< 0,05","< 0,05","< 0,05","32,8"
légumes,"Céleri branche, cuit","12,7","0,82","1,2","0,16","1,2","1,6",-,"0,04","53,3","0,059","0,42","0,3",9,"0,11",25,284,"< 2,58",91,"0,077",313,"0,35","6,1","0,023","0,07","0,37","0,32","0,086",33
légumes,"Céleri-rave, cuit","36,5","1,3","4,6","0,86","2,8","2,6",-,-,"52,4","0,12","0,32",< 10,"15,1","0,27",58,306,-,"58,2","0,24",< 50,"0,22","2,7","< 0,05","< 0,05","0,92","0,41","0,07","67,4"
légumes,"Épinard, cuit","21,5","3,2","0,5","0,14","0,47","2,7",-,"0,043",140,"0,1","2,14",< 10,"54,4","0,43",40,396,< 10,"27,6","0,65",1610,"2,4","2,1","< 0,05","0,1","0,24","< 0,05","0,06",125
légumes,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté","20,6","1,56","2,36","0,12","1,78","1,63",-,"0,058","13,4","0,047","0,26","2,55","7,53","0,039",26,"31,5",< 10,141,"0,11",2,"0,065","0,65","0,025","0,05","0,21","0,14","0,031",26
légumes,"Haricot vert, cuit","29,4",2,3,"0,17",1,4,-,"0,042","55,3","0,081","0,6",< 5,"22,3","0,19",36,174,< 10,"5,8","0,2",137,"0,45",5,"< 0,05","0,08","0,34","< 0,05","< 0,05",33
légumes,"Navet, cuit",25,"0,9","3,8","0,2","2,9","2,2",-,"0,008","37,3","0,045","0,11",< 10,"8,75","0,045",26,237,< 10,29,"0,099",< 50,"0,02","5,6","< 0,05","< 0,05","0,05","0,21","0,06",9
légumes,"Oignon, cuit","34,6","1,3","6,2","0,2",4,"1,4",traces,"0,024","29,2","0,077","0,21",1,13,"0,12",44,220,< 10,"8,4","0,19",< 50,"0,015","2,1","< 0,05","< 0,05","< 0,05","0,13","0,09",21
légumes,"Petits pois, appertisés, égouttés","81,5","5,12","10,7","0,8","3,59","5,75",-,"0,15","20,6","0,079","1,29","0,9","16,3","0,17","73,1","71,5","< 3,35",257,"0,42",514,"0,21","6,9","0,12","0,059","0,89","0,2","0,053","26,5"
légumes,"Petits pois, cuits","61,4","5,8","4,7","0,87","1,8","5,8",-,"0,21","32,7","0,14","1,17",< 5,"31,9","0,32",96,135,< 10,"7,1","0,8",414,"< 0,1","1,8","0,13","0,05","0,4","< 0,05","< 0,05","65,6"
légumes,"Poireau, cuit","24,6","1,1",3,"0,2","2,11","3,2",-,"0,027","25,6","0,12","0,34",< 10,"8,45","0,075",20,151,< 10,"5,8","0,1",94,"0,5","1,3","< 0,05","< 0,05","< 0,05","< 0,05","0,06","21,2"
légumes,"Potiron, appertisé, égoutté","32,8","0,93","5,19","0,28","3,3","2,9",-,"0,15",26,"0,11","1,39","0,7",23,"0,15",35,206,-,241,"0,17",6940,"1,06","4,2","0,024","0,054","0,37","0,4","0,056",12
légumes,"Salsifis, cuit","67,7","2,74","12,3","0,17","2,9","3,1",-,"0,041",47,"0,07","0,55","0,2",18,"0,21",56,283,-,16,"0,3",0,"0,19","4,6","0,056","0,17","0,39","0,28","0,22",15
légumes,"Tomate, pelée, appertisée, égouttée","18,3","1,07","1,89","0,28","1,88","1,27","0,46","0,045","21,1","0,06","0,77","0,2","9,2","0,073",18,190,"< 2,2",112,"0,11",245,"0,67",12,"0,31","0,055","0,64","0,17","0,11",16
légumes,"Maïs doux, en épis, cuit","78,6","3,36","11,7","1,5","4,54","2,4",-,"0,2",3,"0,049","0,45",1,26,"0,17",77,218,traces,1,"0,62",66,"0,09","5,5","0,093","0,057","1,68","0,79","0,14",23
légumes,"Macédoine de légumes, appertisée, égouttée","40,6","2,38","5,59","0,28","1,73","3,16",-,"0,076","40,7","0,072","1,05","0,2","10,6","0,15",42,291,"< 2,2",243,"0,28",5670,"0,29",5,"0,046","0,048","0,58","0,14","0,079",24
légumes,"Épinard, appertisé, égoutté","24,5","2,81","0,93","0,5","0,4","2,4","0,07","0,081",127,"0,18","2,3","2,79",76,"0,6",44,346,"1,35",322,"0,46",5880,"1,25","14,3","0,016","0,14","0,39","0,047","0,1",98
légumes,"Haricot vert, appertisé, égoutté","19,9","1,33","1,23","0,31","0,46","3,36","0,15","0,09","42,7","0,13","0,81","1,6",13,"0,094","25,3",94,"0,9",261,"0,23",122,"0,14","3,1","0,053","0,053","0,15","0,15","0,03","20,5"
légumes,"Haricot beurre, appertisé, égoutté","24,2","1,22","3,48","0,23","0,86","1,68",-,"0,022",25,"0,044","0,9","0,6",15,"0,2",19,104,"0,43",265,"0,3",63,"0,29","4,1","0,02","0,054","0,2","0,085","0,034",66
légumes,"Maïs doux, appertisé, égoutté",106,"2,82","18,4","1,68","5,16","3,1",-,"0,26","3,51","0,036","0,35","0,5","26,9","0,11","53,8",224,< 10,236,"0,39",22,"0,29","3,55","0,033","0,048","1,04","0,29","0,13",75
légumes,"Artichaut, appertisé, égoutté","39,8","1,5","6,5","0,2","1,5",3,-,0,-,-,-,-,-,-,-,-,-,320,-,-,-,-,-,-,-,-,-,-
légumes,"Tomate, concentré, appertisé","99,2","4,4","17,1","0,53","13,3","4,2",-,"0,093","45,6","< 0,1","1,2","4,4","63,3","< 0,1",103,1010,"0,4",108,"< 0,1",784,"5,7","2,6","0,08","0,1","2,2","0,2","0,09",58
légumes,"Haricot vert, surgelé, cuit","35,9","1,84","5,1","0,19","1,23","3,3",-,"0,042",51,"0,059","0,68","0,4",19,"0,29",29,159,"0,4","1,5","0,24",334,"0,04","11,6","0,035","0,09","0,38","0,049","0,06",23
légumes,"Asperge, appertisée, égouttée","18,3","1,79","1,43","0,27","1,23","1,5",-,"0,085","15,8","0,076","1,09","0,7","8,5","0,16",35,142,"0,2",291,"0,42",493,"0,74","18,4","0,046","0,07","0,63","0,1","0,11",72
légumes,"Chou de Bruxelles, appertisé, égoutté","38,1","2,56","4,1","0,53","2,5","3,3",-,"0,078","26,3","0,03","0,7",1,"12,2","0,1",53,252,"1,5",222,"0,2",465,"0,69",18,-,-,-,-,-,-
légumes,"Céleri branche, appertisé, égoutté","13,5","0,72","1,38","0,15","0,8",2,-,"0,1","29,2","0,04",-,"0,2",8,"0,11",-,281,1,213,"0,14",56,-,-,-,-,-,-,-,-
légumes,"Champignon de Paris ou champignon de couche, appertisé, égoutté","19,4","2,23","0,7","0,37",0,"2,5",-,"0,065","22,2","0,17","0,9",< 5,"4,85","0,027",47,"72,1",< 1,251,"0,44",10,0,"6,5","0,081","0,12","0,5","0,34","0,025","29,6"
légumes,"Salsifis, appertisé, égoutté","28,9","1,38","4,25","0,15",1,"2,5",-,"0,07",21,-,-,"0,2","8,9",-,-,173,"0,6",235,-,19,-,-,-,-,-,-,-,-
légumes,"Poivron vert, cuit","17,4","0,93","2,36","0,2","2,36","1,2",-,"0,029",9,"0,065","0,46",1,10,"0,12",18,166,traces,2,"0,12",264,"0,5","74,4","0,059","0,03","0,48","0,079","0,23",16
légumes,"Poivron rouge, cuit","39,9","1,21",7,"0,3",6,"2,2",-,"0,1",9,"0,01",-,1,14,"0,1",26,180,traces,-,"0,2",-,"0,9",81,"0,01","0,03","0,9","0,06","0,31",11
légumes,"Petits pois et carottes, appertisés, égouttés","50,1","2,57","7,59","0,33","3,89","3,27",-,"0,051",23,"0,1","0,75",2,14,"0,36",46,100,-,244,"0,58",3000,traces,"6,6","0,074","0,053","0,58","0,12","0,088",18
légumes,"Chou-rave, bouilli/cuit à l'eau",28,"1,8","4,4","0,11","2,8","1,1",-,"0,014",25,"0,13","0,4",-,19,"0,14",45,340,-,21,"0,31",21,"0,52",54,"0,04","0,02","0,39","0,16","0,15",12
légumes,"Chou rouge, bouilli/cuit à l'eau","25,3","1,51","3,32","0,09","3,32","2,6",-,"0,011","54,6","0,034","0,66","1,35","11,8","0,16",33,262,"< 2,97",28,"0,14",20,"0,12","34,4","0,071","0,06","0,38","0,15","0,23",24
légumes,"Potiron, cuit","25,9","0,81","4,5","0,07","3,1",2,-,"0,036",13,"0,04","0,18",< 20,"6,9","0,04",21,230,< 20,< 5,"0,1",6020,"0,24","0,84","0,02","< 0,01","0,22","0,14","0,058",< 5
légumes,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau","28,7","2,17",3,"0,47","2,34","2,2",-,"0,061",6,"0,5","1,74",-,12,"0,12",87,356,"11,9",2,"0,87",0,"0,01",4,"0,073","0,3","4,46","2,16","0,095",18
légumes,"Fenouil, bouilli/cuit à l'eau","12,2","1,13","0,8","< 0,1","0,5",2,-,"< 0,039",43,"0,16","0,2",10,"10,2","0,14","17,3",270,"< 3,6","58,1","0,18",14,"0,32","1,6","0,024","< 0,04","0,36","0,15","0,12","31,8"
légumes,"Épinard, surgelé, cuit","33,3","4,01","0,51","0,87","0,51","3,7",-,"0,16",153,"0,16","1,96",-,82,"0,72",50,302,-,97,"0,49",7240,"3,54","2,2","0,078","0,18","0,44","0,075","0,14",121
légumes,"Chou-fleur, surgelé, cuit",18,"1,61","1,05","0,22","1,03","2,7",-,"0,034",17,"0,024","0,41","0,1",9,"0,15",24,139,traces,18,"0,13",6,"0,06","31,3","0,037","0,053","0,31","0,098","0,088",41
légumes,"Petits pois, surgelés, cuits","65,8","5,15","7,95","0,27","4,65","5,5",-,"0,049",24,"0,11","1,52",-,22,"0,28",77,110,1,72,"0,67",1250,"0,03","9,9","0,28","0,1","1,48","0,14","0,11",59
légumes,"Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse","29,1","2,99","2,8","0,33",0,"1,8",-,"0,04",4,"0,29","0,25",4,11,"0,047",105,396,"11,9",12,"0,57",0,0,-,"0,096","0,46","3,99","1,45","0,042",20
légumes,"Panais, cuit","67,8","1,32","13,4","0,3","4,8","3,6",-,"0,05",37,"0,14","0,58",-,29,"0,29",69,367,-,10,"0,26",0,1,13,"0,083","0,051","0,72","0,59","0,093",58
légumes,Fondue de poireau,"58,4","1,1",0,"5,2",-,"3,6",-,"3,6",-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-
légumes,"Courge spaghetti, pulpe, cuite",28,"0,66","5,06","0,26","2,53","1,4",-,"0,062",21,"0,035","0,34",-,11,"0,11",14,117,-,18,"0,2",59,"0,12","3,5","0,038","0,022","0,81","0,36","0,099",8
légumes,"Artichaut, coeur, appertisé, égoutté",26,"1,8","2,31","< 0,5","1,2","3,2","0,44","< 0,01",25,"0,07","0,4",< 20,18,"0,13",34,150,< 20,310,"0,28","24,6","1,12","12,2","0,021","0,03","0,39","0,13","0,026","54,3"
légumes,"Artichaut, fond, appertisé, égoutté","25,2","1,2","3,02","< 0,5","0,8","2,6","0,43","< 0,01",36,"0,06","0,36",< 20,20,"0,05",26,140,< 20,293,"0,2","10,7","0,42",18,"0,041","< 0,01","0,2","0,09","0,22","53,6"
légumes,"Tétragone cornue, cuite","13,5","1,3",1,"0,17","0,25","1,4",-,"0,027",48,"0,077","0,66",-,32,"0,53",22,102,-,107,"0,31",-,"1,23",16,"0,03","0,11","0,39","0,26","0,24",8
légumes,"Rutabaga, cuit",26,"0,93","4,26","0,18","3,95","1,8",-,"0,029",18,"0,029","0,18",-,10,"0,097",41,216,-,5,"0,12",1,"0,24","18,8","0,082","0,041","0,72","0,16","0,1",15
légumes,"Tomate, pulpe, appertisée","22,7","1,2","2,68","< 0,5","2,68","1,8","0,45","< 0,01",20,"0,08","0,39",< 20,11,"0,08",20,260,< 20,"27,1","0,09",1980,"1,3","10,5","0,036","0,023","0,65","0,054","0,083","30,2"
légumes,"Tomate, purée, appertisée","47,1","1,4","7,54","0,4","3,64","2,38",1,"0,085","19,9","0,15","0,6","2,2",30,"0,16","41,9",798,"0,4",239,"0,2",-,"2,3",9,"0,1","0,05","1,3","0,25","0,18",72
légumes,"Bambou, pousses, appertisées, égouttées","17,9","1,61","1,9","0,15","1,15","1,25",-,"0,041",17,"0,098","0,24",-,"3,5","0,14","26,8",196,-,"74,1","0,56",8,"0,63","1,1","0,017","0,039","0,16","0,079","0,12","2,5"
légumes,"Brocoli, surgelé, cuit","28,8","3,1","2,36","0,11","1,47",3,-,"0,018",51,"0,043","0,61",-,20,"0,33",55,180,-,24,"0,3",597,"1,32","40,1","0,055","0,081","0,46","0,27","0,13",30
légumes,"Chou de Bruxelles, surgelé, cuit","43,2","3,64","4,22","0,39","2,08","4,1",-,"0,081",26,"0,034","0,48",-,18,"0,21",56,290,-,15,"0,24",555,"0,51","45,7","0,1","0,11","0,54","0,34","0,29",101
légumes,"Carotte, surgelée, cuite","32,9","0,58","4,52","0,68","4,08","3,3",-,"0,12",35,"0,082","0,53",-,11,"0,17",31,192,-,59,"0,35",8200,"1,01","2,3","0,03","0,037","0,42","0,17","0,084",11
légumes,"Champignon, lentin comestible ou shiitaké, cuit","60,9","1,56","12,3","0,22","3,84","2,1",-,"0,05",3,"0,9","0,44",-,14,"0,2",29,117,-,4,"1,33",0,0,"0,3","0,037","0,17","1,5","3,59","0,16",21
légumes,"Petits pois et carottes, surgelés, cuits","50,4","3,09","7,02","0,42","4,36","3,1",-,"0,077",23,"0,076","0,94",-,16,"0,2",49,158,-,68,"0,45",4730,"0,52","8,1","0,23","0,064","1,15","0,16","0,087",26
légumes,"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau","28,8","2,4","3,41","< 0,5","2,4","1,8","0,05","< 0,01",37,"0,07","0,62",< 20,18,"0,34",39,83,< 20,< 5,"0,39",243,"0,83","13,9","0,067","< 0,01","0,24","0,23","0,038","54,7"
légumes,"Chou frisé, cuit","29,7","1,9","3,63","0,4","1,25",2,-,"0,052",72,"0,16","0,9",-,18,"0,42",28,228,-,23,"0,24",-,"0,85",41,"0,053","0,07","0,5","0,049","0,14",13
légumes,"Chou chinois (pak-choi ou pé-tsai), cuit","13,3","1,53","0,75","0,17","0,75","1,35",-,"0,029","62,5","0,024","0,67",-,"10,5","0,15",34,298,-,"21,5","0,18",2550,"0,09","20,9","0,038","0,054","0,46","0,08","0,17",47
légumes,"Cardon, cuit",22,"0,76","3,63","0,11",-,"1,7",-,"0,012",72,-,"0,73",-,43,"0,13",23,392,-,176,"0,18",-,-,"1,7","0,018","0,031","0,29","0,097","0,042",22
légumes,"Tomate, pulpe et peau, bouillie/cuite à l'eau","18,7","0,88","2,8","0,21","2,6","1,05",-,"0,028","9,73","0,055","0,49","1,5","7,53","0,096","21,7",182,"0,18","6,68","0,12",503,"0,56","16,9","0,035","0,02","0,47","0,14","0,066","11,8"
légumes,"Pois mange-tout ou pois gourmands, cuits","47,3","3,5","5,92","0,38","4,82","3,1",-,"0,073",59,"0,09","2,4",-,28,"0,28",58,217,-,5,"0,49",760,"0,47",22,"0,064","0,12","0,56","0,86","0,17",35
légumes,"Échalote, cuite","71,6","2,13","13,5","< 0,5","6,3","3,4",-,"< 0,0002",28,"0,11","0,34",< 20,14,"0,15",76,400,< 50,"12,5","0,32",< 10,"0,12","2,25","0,53",-,"0,17","0,22","0,19","12,9"
légumes,"Haricots verts, purée","56,3","1,7","4,2","2,9","1,5","3,3",-,"1,9",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
légumes,"Légumes (3-4 sortes en mélange), purée","57,8","2,19","4,02","2,72","1,81","4,21",-,"1,77",-,-,-,-,-,-,-,-,-,201,-,-,-,-,-,-,-,-,-,-
légumes,"Brocoli, purée","29,2","2,5","2,75","0,38","1,65","2,39",-,-,87,-,"0,9",-,-,-,-,-,-,"7,93",-,-,-,90,-,-,-,-,-,-
légumes,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","49,3","2,05","8,53","0,2","5,5","2,6",-,"0,08",-,-,-,-,-,-,-,-,-,350,-,-,-,-,-,-,-,-,-,-
légumes,"Carotte, purée","64,2","2,1","8,1",2,"4,3","2,7",-,"1,3",29,-,"0,3",-,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-,-
légumes,"Courgette, purée","57,3","2,8","6,5","1,9","2,3","1,5",-,"1,3",-,-,-,-,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-,-
légumes,"Tomate, double concentré, appertisé","92,8","3,73",17,"0,29","16,5","3,62",-,0,-,-,-,-,-,-,-,-,-,329,-,-,-,-,-,-,-,-,-,-
légumes,"Macédoine de légumes, surgelée","54,5","3,48","6,8","0,28","3,35","5,45",-,0,-,-,-,-,-,-,-,-,-,"12,7",-,-,-,-,-,-,-,-,-,-
légumes,"Poivron rouge, appertisé, égoutté","31,6","0,91","4,42","0,77","3,64","1,7",-,"0,089",25,"0,098","0,63",-,"12,5","0,12",19,156,-,440,"0,15",1530,"1,65",109,"0,042","0,03","0,51","0,079","0,23",34
légumes,"Céleri-rave, purée","26,4","1,37","2,83","0,18","2,11","4,01",-,0,50,-,"0,5",-,-,-,-,-,-,"54,5",-,-,-,"8,3",-,-,-,-,-,-
légumes,"Petits pois, purée",86,"4,8",8,"2,8",3,"4,8",-,"1,7",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
légumes,"Épinard, purée","59,8","3,7","5,2","2,2","1,2","2,2",-,"1,2",-,-,-,-,-,-,-,-,-,289,-,-,-,-,-,-,-,-,-,94
légumes,"Tomate, pulpe et peau, rôtie/cuite au four","26,5","0,88","2,87","0,6","2,87","2,2","0,57","0,14",10,"0,05","0,25",< 20,13,"0,23",30,300,< 20,< 5,"0,15",359,"0,98","14,5","< 0,015","< 0,01","0,45","0,14","0,1",30
légumes,"Légumes pour couscous, cuits","25,4","1,53","2,55","0,43","1,1","2,6",-,"0,048",39,"0,1","0,7","1,2",15,"0,2",38,208,"0,6",45,"0,3",2750,"0,38",18,"0,05","0,04","0,41","0,17","0,12",26
légumes,Légume cuit (aliment moyen),"28,9","1,63","3,78","0,27","2,54","2,47",,"0,056",32,"0,082","0,45","2,46","16,1","0,15","40,9",206,"3,49","21,5","0,22",815,"0,4","10,2","0,039","0,064","0,47","0,18","0,068","35,4"
légumes,"Gombo, fruit, cuit","22,4","1,87","2,01","0,21","2,01","2,5",-,"0,045",77,"0,085","0,28",-,36,"0,29",32,135,-,6,"0,43",170,"0,27","16,3","0,13","0,055","0,87","0,21","0,19",46
légumes,"Oignon, séché",358,"8,95",75,"0,46","37,4","9,2",0,"0,078",257,"0,42","1,55",-,92,"1,39",303,1620,-,170,"1,89",11,"0,18",75,"0,5","0,1","0,99","1,38","1,6",166
légumes,"Tomate, séchée",282,"14,2","43,3","2,99","37,6","12,3",0,"0,46",110,"1,42","9,09",-,194,"1,85",356,3430,"5,5",247,"1,99",524,"0,01","39,2","0,53","0,49","9,05","2,09","0,33",68
légumes,"Champignon, lentin comestible ou shiitaké, séché",316,"9,58","63,9","0,99","2,21","11,5",0,"0,23",11,"5,17","1,72",-,132,"1,18",294,1530,-,13,"7,66",0,0,"3,5","0,3","1,27","14,1","21,9","0,97",163
légumes,"Tomate, séchée, à l'huile",187,"4,27","13,4","11,7","6,5","5,63",0,"1,32",47,"0,47","2,68",-,81,"0,47",139,1570,-,1020,"0,78",-,-,102,"0,19","0,38","3,63","0,48","0,32",23
pommes de terre et autres tubercules,"Tapioca ou Perles du Japon, cru",354,"0,19","87,8","0,02","3,35","0,9",traces,"0,005",20,"0,02","1,58","2,7",1,"0,11",7,11,"0,3",1,"0,12",0,0,0,"0,004",0,0,"0,14","0,008",4
pommes de terre et autres tubercules,"Pomme de terre, sans peau, cuite au four","91,9","1,95","20,1","0,1","1,7","1,5",traces,"0,026","9,48","0,094","0,35",3,"21,7","0,15",50,391,"< 2,2","1,43","0,24",0,"0,04","12,8","0,11","0,021","1,4","0,56","0,3",9
pommes de terre et autres tubercules,"Pomme de terre, bouillie/cuite à l'eau","80,5","1,8","16,7","0,34","0,86","1,8",traces,"0,094","5,83","0,076","0,27",< 5,"17,3","0,074","37,2",363,< 10,"20,6","0,15",2,"0,01","2,92","0,079","< 0,04","1,73","0,57","0,34","31,1"
pommes de terre et autres tubercules,"Chips de pommes de terre, standard",545,"5,67","51,1","34,3","1,59","4,57",traces,"3,23",27,"0,22","1,2",< 20,66,"0,35",140,1300,< 20,652,"0,82",< 5,"12,3","8,26","0,13","0,014","19,4","0,85","0,44","31,6"
pommes de terre et autres tubercules,"Pomme de terre, sans peau, crue","76,6","2,16","15,2","0,18","0,73","1,8","0,61","0,038","14,3","0,079","0,91","1,2",22,"0,11","56,2",418,"22,9","< 0,44","0,35",1,"0,055","18,9","0,068","0,048","1,33","0,34","0,25",26
pommes de terre et autres tubercules,"Pomme de terre, appertisée, égouttée","59,9","1,47","11,7","0,34","0,65","2,2",traces,"0,055","25,4","0,051","1,26",-,"9,4","0,071","28,8",229,"< 3,35","60,6","0,18",-,-,"5,1","0,068","0,013","0,92","0,35","0,19",6
pommes de terre et autres tubercules,"Pomme de terre noisette, surgelée, crue",181,"2,76","24,9","7,22","0,74","2,82",traces,"1,68","25,2","0,1",1,3,"27,9","0,18",111,550,"< 2,2",373,"0,58",3,"0,2","10,5","0,13","0,03","2,2","0,5","0,2",28
pommes de terre et autres tubercules,"Pomme de terre vapeur, sous vide","73,6","1,7","15,4","0,2","0,4","1,62",traces,"0,096",-,-,-,-,-,-,-,-,-,"96,2",-,-,-,"14,7",-,-,-,-,-,-
pommes de terre et autres tubercules,"Pomme de terre, sautée/poêlée",126,"2,33","20,1","3,45","0,76","2,53",traces,"0,38","6,93","0,091",-,-,"18,4","0,13",-,-,"< 2,2","12,8","0,2",-,-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,"Pomme de terre, flocons déshydratés, au lait ou à la crème",371,"10,6","69,4","3,97","4,67",8,traces,"1,55",106,"0,47","2,55",39,"69,5","0,61",238,1510,"0,5","78,1","1,3",10,"0,03","22,3","0,19","0,24","6,35","1,31","1,03",30
pommes de terre et autres tubercules,"Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse","97,9","1,92","10,2","5,18","1,68","1,47",traces,"1,87","38,7","0,025","0,19",-,"16,3","0,11","52,3",184,-,223,"0,2","30,7","0,33","8,63","0,11","0,062","0,77","0,2","0,089","7,33"
pommes de terre et autres tubercules,"Pomme de terre, purée, avec lait et beurre, non salée","88,9","1,89","14,2","2,4","1,41","1,5",traces,"1,46","31,1","0,061","0,21",5,"15,2","0,066","45,5",260,< 10,"44,9","0,22","5,5","0,07","6,1","0,088","0,041","1,1","0,48","0,23",8
pommes de terre et autres tubercules,"Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée","67,3","2,63","12,1","0,53","2,2","1,8",traces,"0,33","50,7","0,066","0,35","5,3","16,2","0,064","53,7",289,"0,52",35,"0,34",3,"0,2","3,2","0,045","0,1","0,92","0,28","0,14","5,4"
pommes de terre et autres tubercules,"Pomme de terre dauphine, surgelée, crue",285,"4,62","25,6","17,7","1,96","2,34",traces,"3,98","22,2","0,09","0,99",-,"9,25","0,23","41,8",138,-,468,"0,68",-,-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,"Pomme de terre dauphine, surgelée, cuite",302,"4,5","30,2","17,7","3,5",2,traces,"3,39",120,"0,06","0,8",< 20,14,"0,18",210,180,< 20,527,"0,38",< 5,"6,6",-,"0,08","0,071","0,31","0,75","0,11","15,1"
pommes de terre et autres tubercules,"Pomme de terre, flocons déshydratés, nature",361,"8,04","76,1","0,46","2,35","10,3",traces,"0,15","48,5","0,27","2,26","0,5","70,7","0,45",223,1130,"0,5",220,"1,05",6,"0,03",59,"0,59","0,21","5,23","1,21","0,8",38
pommes de terre et autres tubercules,"Pomme de terre nouvelle, crue","76,4","1,88","15,9","0,3","0,2","1,3",traces,"0,058",10,-,"0,6","0,9",-,-,54,367,-,23,"0,5",-,"0,06",22,"0,12","0,03","2,4",-,"0,44",25
pommes de terre et autres tubercules,"Potatoes ou Wedges ou Quartiers de pommes de terre épicés, surgelées, cuites",140,"2,5","19,8","5,11","0,38","2,42",traces,"1,61",16,"0,12","0,78",< 20,34,"0,16",110,710,< 20,270,"0,46",18,"1,61","1,35","0,22","0,032","0,18","0,2","0,29","32,9"
pommes de terre et autres tubercules,"Pomme de terre, rôtie/cuite au four","89,4","2,5","18,5","0,13","1,18","2,2",traces,"0,035",15,"0,12","1,08",-,28,"0,22",70,535,-,10,"0,36",6,"0,04","9,6","0,064","0,048","1,41","0,38","0,31",28
pommes de terre et autres tubercules,"Pomme de terre rissolée, surgelée, cuite",138,"2,5",22,4,"0,2","2,2",traces,"2,4",-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau","76,1","1,81","15,7","< 0,5","< 0,2","1,9",traces,-,"6,5","0,07","0,31",< 20,17,"0,1",40,390,< 20,< 5,"0,23",< 5,"0,1","3,78","0,062","< 0,01","0,61","0,37","0,17","7,89"
